Cod Siruta,Localitate,Partid majoritar
120174,Vetca,UDMR
120218,Viisoara,PRO_ROMANIA
120254,Vanatori,PNL
120316,Voivodeni,UDMR
120343,Zagar,PSD
120370,Zau De Campie,PNL
120478,Chibed,UDMR
120487,Corunca,UDMR
120496,Sarateni,UDMR
120502,Madaras,UDMR
120511,Bereni,UDMR
120726,Municipiul Piatra-Neamt,PSD
120771,Dumbrava Rosie,PSD
120824,Savinesti,PSD
120860,Municipiul Roman,PSD
120888,Cordun,PNL
120922,Horia,PSD
120968,Oras Bicaz,PSD
121055,Oras Targu Neamt,PSD
121108,Agapia,PSD
121153,Bahna,PSD
121242,Baltatesti,PSD
121297,Bicaz-Chei,PNL
121340,Bicazu Ardelean,PNL
121386,Bira,PSD
121466,Bargauani,PSD
121607,Bodesti,PSD
121652,Borca,PSD
121732,Borlesti,PSD
121796,Botesti,PSD
121876,Bozieni,PNL
121938,Brusturi,PSD
122025,Ceahlau,PNL
122061,Candesti,PSD
122132,Costisa,PSD
122187,Cracaoani,PSD
122249,Damuc,PSD
122285,Dobreni,PSD
122347,Doljesti,PNL
122392,Dragomiresti,PNL
122463,Dulcesti,PSD
122551,Farcasa,PSD
122613,Faurei,PSD
122668,Gheraesti,USR_PLUS
122702,Girov,PSD
122828,Garcina,PMP
122864,Grinties,PSD
122908,Grumazesti,PSD
122953,Hangu,PSD
123013,Icusesti,PNL
123102,Ion Creanga,PSD
123175,Margineni,PSD
123228,Moldoveni,PNL
123255,Oniceni,PSD
123371,Pastraveni,PSD
123424,Petricani,PSD
123479,Piatra Soimului,PSD
123521,Pipirig,PSD
123601,Pangarati,PNL
123674,Podoleni,PNL
123709,Poienari,PSD
123790,Poiana Teiului,PSD
123914,Raucesti,PSD
123969,Razboieni,PSD
124028,Rediu,PSD
124073,Romani,PSD
124117,Oras Roznov,PSD
124153,Sagna,PSD
124206,Sabaoani,USR_PLUS
124233,Secuieni,PSD
124331,Stanita,PSD
124411,Stefan Cel Mare,PSD
124493,Tarcau,PSD
124563,Tasca,PSD
124616,Tazlau,PSD
124634,Tamaseni,USR_PLUS
124661,Timisesti,PSD
124723,Trifesti,PSD
124750,Tupilati,PSD
124803,Tibucani,PSD
124849,Urecheni,PSD
124885,Valea Ursului,PSD
124938,Alexandru Cel Bun,PSD
125016,Vanatori-Neamt,PSD
125061,Zanesti,PSD
125098,Dochia,PSD
125105,Ruginoasa,PNL
125114,Ghindaoani,PSD
125123,Valeni,PSD
125132,Draganesti,PNL
125141,Pancesti,PSD
125150,Gadinti,PSD
125169,Negresti,PNL
125178,Boghicea,PSD
125347,Municipiul Slatina,PSD
125374,Slatioara,PSD
125418,Oras Bals,PSD
125472,Municipiul Caracal,PSD
125490,Draghiceni,PSD
125542,Oras Corabia,PSD
125588,Garcov,PSD
125622,Oras Draganesti-Olt,PSD
125659,Babiciu,PSD
125677,Baldovinesti,PSD
125757,Barasti,PNL
125846,Barza,PSD
125873,Bobicesti,PSD
125962,Brastavatu,PSD
125999,Brebeni,PSD
126022,Brancoveni,PSD
126077,Bucinisu,PSD
126102,Cezieni,PSD
126148,Cilieni,PSD
126166,Carlogani,PSD
126228,Colonesti,PSD
126326,Corbu,PSD
126380,Coteana,PSD
126406,Crampoia,PSD
126433,Curtisoara,PSD
126503,Cungrea,PNL
126585,Daneasa,PSD
126647,Deveselu,PSD
126674,Dobretu,PSD
126718,Dobrosloveni,PSD
126772,Dobroteasa,PSD
126825,Dobrun,PSD
126905,Fagetelu,PSD
126978,Falcoiu,PSD
127019,Farcasele,PSD
127064,Ganeasa,PSD
127126,Giuvarasti,PSD
127144,Gostavatu,PSD
127171,Gradinari,PSD
127224,Grojdibodu,PSD
127251,Ianca,PSD
127288,Iancu Jianu,PNL
127322,Icoana,PSD
127368,Izbiceni,PSD
127386,Izvoarele,PSD
127411,Leleasca,PSD
127493,Maruntei,PSD
127536,Mihaesti,PNL
127563,Milcov,PSD
127625,Morunglav,PSD
127689,Movileni,PSD
127714,Nicolae Titulescu,PSD
127750,Obarsia,PSD
127812,Oboga,PSD
127858,Oporelu,PSD
127901,Optasi-Magura,PSD
127938,Orlea,PSD
127983,Osica De Sus,PSD
128052,Perieti,PSD
128105,Oras Piatra-Olt,PSD
128178,Parscoveni,PSD
128221,Plesoiu,PSD
128301,Poboru,PSD
128374,Oras Potcoava,PSD
128436,Priseaca,PNL
128472,Radomiresti,PSD
128524,Redea,PSD
128560,Rotunda,PSD
128588,Rusanesti,PSD
128613,Scarisoara,PSD
128659,Schitu,PSD
128711,Oras Scornicesti,PNL
128864,Seaca,PSD
128882,Samburesti,PSD
128962,Spineni,PSD
129040,Sprancenata,PSD
129095,Stoenesti,PSD
129111,Stoicanesti,PSD
129139,Strejesti,PSD
129184,Studina,PNL
129246,Serbanesti,PSD
129282,Stefan Cel Mare,PSD
129317,Tatulesti,PSD
129380,Teslui,PSD
129460,Tia Mare,PSD
129503,Topana,PSD
129567,Traian,PSD
129585,Tufeni,PSD
129629,Urzica,PNL
129656,Valea Mare,PSD
129718,Vadastra,PSD
129745,Vadastrita,PSD
129763,Valeni,PSD
129816,Verguleasa,PSD
129898,Visina,PSD
129914,Vitomiresti,PSD
129987,Valcele,PSD
130026,Vladila,PSD
130062,Voineasa,PSD
130124,Vulpeni,PSD
130231,Vulturesti,PSD
130286,Balteni,PSD
130295,Calui,PSD
130302,Gavanesti,PSD
130311,Ghimpeteni,PSD
130320,Gradinile,PSD
130339,Gura Padinii,PSD
130348,Ipotesti,PSD
130357,Osica De Jos,PSD
130366,Sarbii - Magura,PSD
130375,Visina Noua,PSD
130384,Soparlita,PNL
130534,Municipiul Ploiesti,PNL
130552,Barcanesti,PSD
130614,Berceni,PNL
130678,Blejoi,PSD
130712,Brazi,PNL
130785,Bucov,PNL
130847,Paulesti,PNL
130892,Targsoru Vechi,USR_PLUS
130954,Oras Azuga,PNL
130981,Oras Baicoi,PSD
131069,Oras Boldesti-Scaeni,PSD
131103,Oras Breaza,USR_PLUS
131210,Oras Busteni,PNL
131256,Municipiul Campina,PSD
131274,Poiana Campina,PNL
131336,Oras Comarnic,PSD
131407,Oras Mizil,PSD
131443,Oras Plopeni,PNL
131461,Dumbravesti,PNL
131540,Oras Sinaia,PNL
131577,Oras Slanic,PSD
131620,Oras Urlati,PSD
131817,Oras Valenii De Munte,PSD
131835,Gura Vitioarei,PNL
131899,Adunati,PNL
131933,Albesti-Paleologu,PNL
131988,Alunis,PSD
132011,Apostolache,PNL
132075,Aricestii Rahtivani,PSD
132137,Aricestii Zeletin,PNL
132164,Baba Ana,PSD
132226,Balta Doamnei,PSD
132271,Baltesti,PNL
132315,Banesti,PNL
132342,Bertea,PSD
132379,Boldesti-Gradistea,PNL
132404,Brebu,PNL
132459,Calugareni,PSD
132486,Carbunesti,PNL
132510,Ceptura,PSD
132574,Cerasu,PNL
132645,Chiojdeanca,PSD
132681,Ciorani,PNL
132716,Cocorastii Mislii,PSD
132752,Colceag,PNL
132805,Cornu,PSD
132841,Cosminele,PSD
132896,Drajna,PSD
133018,Draganesti,PSD
133090,Dumbrava,PNL
133161,Filipestii De Padure,PSD
133214,Filipestii De Targ,PNL
133278,Fantanele,PSD
133330,Floresti,PNL
133394,Fulga,PSD
133429,Gherghita,PSD
133508,Gorgota,PNL
133562,Gornet,PSD
133615,Gornet-Cricov,PNL
133688,Gura Vadului,PNL
133722,Iordacheanu,PNL
133795,Izvoarele,PSD
133866,Jugureni,PSD
133919,Lapos,PNL
133964,Lipanesti,PNL
134014,Magurele,PNL
134050,Magureni,PSD
134096,Maneciu,PNL
134194,Manesti,PNL
134336,Pacureti,PSD
134390,Plopu,PNL
134443,Podenii Noi,PSD
134559,Poienarii Burchii,PSD
134648,Posesti,PSD
134755,Predeal-Sarari,PNL
134853,Provita De Jos,PSD
134899,Provita De Sus,PNL
134942,Puchenii Mari,PNL
135020,Rafov,PSD
135128,Salcia,PNL
135146,Salciile,PNL
135164,Scorteni,PSD
135226,Secaria,PSD
135244,Sangeru,PSD
135315,Starchiojd,PSD
135404,Surani,PNL
135431,Sirna,PNL
135501,Soimari,PSD
135547,Sotrile,PSD
135618,Stefesti,PSD
135654,Talea,PSD
135681,Tataru,PSD
135725,Teisani,PSD
135789,Telega,PSD
135850,Tinosu,PNL
135896,Tomsani,PSD
135949,Valea Calugareasca,PSD
136107,Valea Doftanei,PNL
136134,Varbilau,PSD
136198,Valcanesti,PSD
136241,Cocorastii Colt,PSD
136250,Olari,PSD
136269,Vadu Sapat,PSD
136278,Batrani,PSD
136483,Municipiul Satu Mare,UDMR
136526,Municipiul Carei,UDMR
136553,Capleni,UDMR
136599,Oras Negresti-Oas,PNL
136642,Oras Tasnad,UDMR
136713,Acas,UDMR
136768,Andrid,UDMR
136802,Apa,PNL
136848,Oras Ardud,PNL
136919,Batarci,PNL
136964,Beltiug,PNL
137032,Berveni,UDMR
137069,Bixad,PNL
137103,Barsau,PSD
137130,Bogdand,UDMR
137185,Botiz,PNL
137229,Calinesti-Oas,PNL
137274,Camarzana,PNL
137292,Cauas,UDMR
137363,Cehal,PSD
137407,Certeze,PMP
137443,Craidorolt,PSD
137504,Crucisor,PRO_ROMANIA
137540,Culciu,UDMR
137611,Doba,PNL
137675,Dorolt,UDMR
137728,Foieni,UDMR
137746,Gherta Mica,PNL
137764,Halmeu,UDMR
137844,Hodod,UDMR
137899,Homoroade,PSD
137960,Lazuri,UDMR
138039,Oras Livada,UDMR
138084,Mediesu Aurit,PNL
138164,Micula,UDMR
138208,Moftin,PSD
138280,Odoreu,PNL
138351,Orasu Nou,UDMR
138431,Paulesti,PNL
138501,Petresti,UDMR
138538,Pir,UDMR
138574,Piscolt,PNL
138618,Pomi,PRO_ROMANIA
138663,Sanislau,UDMR
138734,Santau,PNL
138770,Sacaseni,UDMR
138805,Sauca,PSD
138869,Socond,PNL
138921,Supur,PNL
139009,Tarna Mare,PNL
139054,Terebesti,PSD
139107,Tiream,UDMR
139143,Tarsolt,PNL
139170,Turt,PNL
139214,Turulung,UDMR
139250,Urziceni,UDMR
139287,Valea Vinului,PSD
139330,Vama,UDMR
139358,Vetis,UDMR
139394,Viile Satu Mare,UDMR
139704,Municipiul Zalau,USR_PLUS
139740,Oras Cehu Silvaniei,UDMR
139811,Oras Jibou,PSD
139884,Oras Simleu Silvaniei,PNL
139937,Agrij,PNL
139982,Almasu,UDMR
140084,Babeni,PNL
140146,Balan,PNL
140208,Banisor,PNL
140244,Benesat,PNL
140280,Bobota,PSD
140324,Bocsa,UDMR
140379,Buciumi,PNL
140440,Camar,UDMR
140477,Carastelec,UDMR
140501,Chiesd,PSD
140547,Cizer,PNL
140583,Coseiu,UDMR
140627,Crasna,UDMR
140672,Creaca,PNL
140770,Cristolt,PSD
140823,Criseni,PNL
140869,Cuzaplac,PNL
140958,Dobrin,UDMR
141027,Dragu,PNL
141081,Fildu De Jos,PNL
141134,Galgau,PNL
141232,Garbou,PNL
141312,Halmasd,PSD
141376,Hereclean,UDMR
141447,Hida,PNL
141535,Horoatu Crasnei,PNL
141580,Ileanda,PNL
141722,Ip,UDMR
141786,Letca,PSD
141884,Lozna,PNL
141946,Marca,PNL
142006,Maeriste,PNL
142079,Mesesenii De Jos,UDMR
142122,Mirsid,PSD
142177,Napradea,PNL
142239,Nusfalau,UDMR
142284,Pericei,UDMR
142337,Plopis,PNL
142373,Poiana Blenchii,PSD
142426,Romanasi,PNL
142499,Rus,PNL
142550,Salatig,UDMR
142612,Sag,PNL
142676,Sanmihaiu Almasului,PSD
142710,Somes-Odorhei,PNL
142774,Surduc,PNL
142854,Samsud,UDMR
142881,Sarmasag,UDMR
142952,Valcau De Jos,PNL
143021,Varsolt,UDMR
143067,Zalha,PNL
143147,Zimbor,PNL
143450,Municipiul Sibiu,PNL
143487,Cristian,PNL
143502,Poplaca,PNL
143520,Rasinari,PNL
143557,Selimbar,USR_PLUS
143619,Municipiul Medias,PNL
143646,Tarnava,PNL
143682,Oras Agnita,PNL
143735,Oras Cisnadie,PNL
143771,Oras Copsa Mica,PNL
143806,Oras Dumbraveni,PNL
143851,Oras Ocna Sibiului,PNL
143888,Altina,PSD
143922,Apoldu De Jos,PNL
143959,Arpasu De Jos,PNL
143995,Atel,PNL
144054,Oras Avrig,PNL
144116,Axente Sever,PNL
144152,Bazna,PNL
144198,Biertan,PNL
144232,Barghis,PNL
144303,Blajel,PNL
144349,Brateiu,PNL
144376,Bradeni,PNL
144410,Bruiu,PNL
144456,Chirpar,PNL
144508,Carta,PNL
144535,Cartisoara,PNL
144553,Darlos,PNL
144599,Gura Raului,PNL
144615,Hoghilag,PSD
144651,Iacobeni,PSD
144713,Jina,AUR
144731,Laslea,PSD
144795,Loamnes,PNL
144866,Ludos,PNL
144893,Marpod,PNL
144928,Oras Miercurea Sibiului,PNL
144964,Merghindeal,PSD
144991,Micasasa,USR_PLUS
145042,Mihaileni,PNL
145104,Mosna,PNL
145140,Nocrich,PSD
145202,Orlat,PNL
145220,Pauca,PNL
145275,Poiana Sibiului,PNL
145293,Porumbacu De Jos,PNL
145355,Racovita,PNL
145382,Rau Sadului,PNL
145408,Rosia,PNL
145471,Sadu,PNL
145499,Oras Saliste,PNL
145603,Slimnic,PNL
145667,Seica Mare,PNL
145738,Seica Mica,PNL
145765,Sura Mare,PNL
145792,Sura Mica,PNL
145827,Oras Talmaciu,PNL
145907,Tilisca,PNL
145934,Turnu Rosu,PNL
145961,Valea Viilor,PNL
145998,Vurpar,PNL
146012,Alma,PNL
146021,Boita,PNL
146263,Municipiul Suceava,PSD
146281,Ipotesti,PNL
146325,Mitocu Dragomirnei,PNL
146370,Oras Salcea,PSD
146432,Scheia,PSD
146502,Municipiul Campulung Moldovenesc,PNL
146539,Municipiul Falticeni,PSD
146584,Oras Gura Humorului,PNL
146628,Municipiul Radauti,PNL
146655,Oras Siret,PNL
146708,Oras Solca,PSD
146744,Municipiul Vatra Dornei,PNL
146799,Adancata,PNL
146860,Arbore,PSD
146904,Baia,PSD
146931,Oras Milisauti,USR_PLUS
146995,Balcauti,PNL
147036,Bilca,PNL
147054,Bogdanesti,PSD
147072,Boroaia,PSD
147134,Bosanci,PNL
147161,Botosana,PNL
147205,Breaza,PSD
147241,Brodina,AUR
147358,Oras Brosteni,PSD
147465,Bunesti,PSD
147526,Cacica,PNL
147580,Calafindesti,PNL
147633,Oras Cajvana,PSD
147660,Ilisesti,PNL
147713,Carlibaba,PNL
147786,Cornu Luncii,PSD
147884,Crucea,PSD
147937,Darmanesti,PNL
148006,Oras Dolhasca,PNL
148097,Dolhesti,PSD
148131,Dorna-Arini,PNL
148202,Dorna Candrenilor,PSD
148293,Dornesti,PNL
148328,Dragoiesti,PSD
148382,Draguseni,PSD
148426,Dumbraveni,PSD
148453,Fantanele,PSD
148514,Forasti,PSD
148612,Oras Frasin,PSD
148667,Fratautii Noi,PSD
148694,Fratautii Vechi,PNL
148729,Frumosu,PNL
148765,Fundu Moldovei,PNL
148872,Galanesti,PSD
148916,Gramesti,PSD
148970,Granicesti,PSD
149049,Horodniceni,PNL
149101,Horodnic De Jos,USR_PLUS
149138,Iacobeni,PSD
149183,Izvoarele Sucevei,PSD
149227,Oras Liteni,PNL
149290,Marginea,AUR
149316,Malini,AUR
149370,Manastirea Humorului,PNL
149414,Moara,PNL
149502,Moldova-Sulita,PSD
149539,Moldovita,PNL
149584,Musenita,PNL
149655,Ostra,PSD
149682,Panaci,PSD
149753,Paltinoasa,PNL
149780,Partestii De Jos,PSD
149833,Patrauti,PSD
149851,Poiana Stampei,PSD
149931,Pojorata,PSD
149968,Preutesti,PSD
150043,Putna,PNL
150070,Radaseni,PNL
150114,Rasca,AUR
150178,Sadova,PNL
150196,Satu Mare,PSD
150221,Siminicea,PSD
150258,Slatina,PSD
150294,Straja,PSD
150310,Stroiesti,PNL
150356,Stulpicani,PSD
150418,Sucevita,PSD
150445,Saru Dornei,PSD
150524,Todiresti,PNL
150588,Udesti,PSD
150702,Ulma,AUR
150766,Vadu Moldovei,PSD
150891,Valea Moldovei,PSD
150935,Vama,PNL
150980,Vatra Moldovitei,PNL
151022,Veresti,PSD
151077,Vicovu De Jos,PSD
151095,Oras Vicovu De Sus,PSD
151120,Volovat,PSD
151157,Vulturesti,PSD
151246,Zamostea,PSD
151344,Zvoristea,PSD
151433,Comanesti,PNL
151442,Iaslovat,PSD
151451,Ciocanesti,PNL
151460,Serbauti,PNL
151479,Horodnic De Sus,PNL
151488,Fantana Mare,PSD
151497,Cosna,PSD
151503,Capu Campului,PNL
151512,Hantesti,PSD
151521,Burla,PNL
151530,Balaceana,PSD
151549,Hartop,AUR
151558,Voitinel,PSD
151567,Ciprian Porumbescu,PSD
151576,Berchisesti,PSD
151585,Poieni-Solca,PSD
151683,Municipiul Turnu Magurele,PSD
151709,Ciuperceni,PNL
151736,Islaz,PSD
151763,Lita,PNL
151790,Municipiul Alexandria,PSD
151816,Nanov,PNL
151834,Poroschia,PSD
151870,Municipiul Rosiori De Vede,PSD
151905,Oras Videle,PSD
151932,Crevenicu,PNL
151978,Oras Zimnicea,PSD
151996,Balaci,PNL
152038,Babaita,PNL
152083,Blejesti,PSD
152127,Bogdana,PSD
152172,Botoroaga,PNL
152234,Bragadiru,PNL
152252,Branceni,PNL
152270,Bujoreni,PSD
152314,Bujoru,PNL
152332,Buzescu,PNL
152350,Calinesti,PNL
152412,Calmatuiu,PNL
152467,Calmatuiu De Sus,PNL
152500,Cervenia,PNL
152528,Ciolanesti,PSD
152564,Contesti,PNL
152582,Cosmesti,PNL
152617,Crangeni,PNL
152662,Crangu,PSD
152724,Didesti,PNL
152760,Dobrotesti,PNL
152797,Dracsenei,PSD
152868,Draganesti De Vede,PNL
152902,Draganesti-Vlasca,PNL
152948,Furculesti,PNL
152993,Frumoasa,PSD
153026,Galateni,PNL
153062,Gratia,PSD
153106,Izvoarele,PSD
153124,Lisa,PNL
153151,Lunca,PNL
153204,Mavrodin,PNL
153240,Magura,PSD
153277,Maldaeni,PSD
153295,Mereni,PNL
153339,Marzanesti,PNL
153384,Mosteni,PNL
153400,Nasturelu,PSD
153437,Necsesti,PSD
153473,Olteni,PNL
153507,Orbeasca,PSD
153543,Peretu,PSD
153561,Piatra,PNL
153589,Pietrosani,PNL
153605,Plosca,PSD
153623,Plopii-Slavitesti,PNL
153696,Poeni,PSD
153776,Vitanesti,PNL
153829,Putineiu,PNL
153865,Radoiesti,PNL
153909,Rasmiresti,PNL
153936,Salcia,PSD
153972,Saceni,PSD
154013,Scrioastea,PNL
154068,Scurtu Mare,PSD
154139,Seaca,PNL
154166,Sfintesti,PSD
154184,Segarcea-Vale,PSD
154228,Silistea,PSD
154282,Silistea-Gumesti,PNL
154308,Sarbeni,PNL
154344,Slobozia Mandra,PSD
154380,Smardioasa,PNL
154415,Stejaru,PNL
154460,Suhaia,PNL
154497,Storobaneasa,PSD
154521,Talpa,PNL
154585,Tatarastii De Jos,PSD
154665,Tatarastii De Sus,PNL
154709,Toporu,PNL
154736,Traian,PSD
154754,Trivalea-Mosteni,PSD
154790,Troianul,PNL
154834,Tiganesti,PSD
154852,Vedea,PSD
154914,Viisoara,PNL
154932,Vartoape,PNL
154978,Zambreasca,PSD
154996,Nenciulesti,PNL
155083,Beciu,PSD
155092,Beuca,PSD
155109,Dracea,PNL
155118,Fantanele,PSD
155127,Frasinet,PNL
155136,Purani,PNL
155145,Saelele,PSD
155154,Uda-Clocociov,PSD
155243,Municipiul Timisoara,USR_PLUS
155261,Dumbravita,USR_PLUS
155289,Ghiroda,PNL
155314,Giroc,USR_PLUS
155350,Municipiul Lugoj,PNL
155403,Oras Buzias,PNL
155458,Oras Deta,PNL
155494,Oras Jimbolia,PNL
155528,Oras Sannicolau Mare,PNL
155546,Balint,PSD
155591,Banloc,PNL
155662,Bara,PSD
155724,Beba Veche,PSD
155760,Becicherecu Mic,PSD
155797,Belint,PNL
155840,Bethausen,PNL
155911,Biled,PNL
155957,Barna,PSD
156035,Bogda,PSD
156106,Boldur,PSD
156151,Brestovat,PNL
156213,Carpinis,PSD
156259,Cenad,USR_PLUS
156277,Cenei,PSD
156311,Cheveresu Mare,PSD
156357,Oras Ciacova,PNL
156437,Comlosu Mare,PSD
156473,Costeiu,PSD
156534,Criciova,PSD
156589,Curtea,PNL
156623,Darova,AUR
156669,Denta,PSD
156712,Dudestii Vechi,PNL
156767,Dumbrava,PSD
156801,Oras Faget,PSD
156927,Fardea,PSD
157004,Foeni,USR_PLUS
157031,Gavojdia,PNL
157086,Oras Gataia,PNL
157193,Ghizela,PNL
157246,Giarmata,PNL
157273,Giera,PSD
157317,Giulvaz,PSD
157362,Jamu Mare,PNL
157424,Jebel,PNL
157451,Lenauheim,AUR
157497,Liebling,PNL
157530,Lovrin,PNL
157585,Margina,PSD
157683,Masloc,PNL
157736,Manastiur,PSD
157781,Moravita,PNL
157834,Mosnita Noua,USR_PLUS
157898,Nadrag,PSD
157923,Nitchidorf,PSD
157969,Ohaba Lunga,PSD
158010,Ortisoara,PSD
158065,Peciu Nou,PNL
158109,Periam,PSD
158136,Pietroasa,PSD
158181,Pischia,PNL
158243,Racovita,PSD
158314,Oras Recas,PSD
158396,Remetea Mare,PNL
158449,Sacosu Turcesc,PNL
158528,Satchinez,PNL
158564,Sacalaz,USR_PLUS
158608,Secas,PNL
158653,Sanandrei,PNL
158699,Sanmihaiu Roman,USR_PLUS
158733,Sanpetru Mare,PSD
158779,Sag,PSD
158804,Stiuca,PNL
158859,Teremia Mare,PNL
158895,Tomesti,PNL
158966,Topolovatu Mare,PNL
159035,Tormac,PNL
159071,Traian Vuia,PSD
159142,Uivar,PSD
159213,Varias,PRO_ROMANIA
159259,Victor Vlad Delamarina,PSD
159339,Voiteg,PNL
159366,Birda,PSD
159375,Checea,PNL
159384,Dudestii Noi,PNL
159393,Fibis,PNL
159400,Ghilad,PNL
159419,Gottlob,PNL
159428,Iecea Mare,PSD
159437,Parta,PNL
159446,Padureni,PNL
159455,Saravale,PSD
159464,Sandra,PNL
159473,Tomnatic,PSD
159482,Valcani,PNL
159491,Livezile,PNL
159507,Pesac,PSD
159516,Bucovat,PMP
159525,Otelec,UDMR
159614,Municipiul Tulcea,PSD
159650,Oras Babadag,PSD
159687,Oras Isaccea,PSD
159730,Oras Macin,PNL
159767,Oras Sulina,PSD
159785,Baia,PSD
159847,Beidaud,PSD
159883,C.a. Rosetti,PNL
159945,Carcaliu,PSD
159963,Casimcea,PNL
160047,Ceatalchioi,PSD
160092,Ceamurlia De Jos,PNL
160127,Cerna,PSD
160172,Chilia Veche,PRO_ROMANIA
160225,Ciucurova,PNL
160261,Crisan,PNL
160305,Daeni,PNL
160323,Dorobantu,PSD
160387,Frecatei,PSD
160430,Greci,PNL
160458,Grindu,PNL
160476,Hamcearca,PNL
160528,Horia,PSD
160564,Izvoarele,PNL
160617,Jijila,PNL
160644,Jurilovca,PSD
160680,Luncavita,PNL
160724,Mahmudia,PSD
160779,Maliuc,PNL
160831,Mihai Bravu,PSD
160877,Mihail Kogalniceanu,PSD
160911,Murighiol,PNL
160993,Nalbant,PNL
161035,Niculitel,PSD
161053,Nufaru,PSD
161106,Ostrov,PSD
161133,Pardina,PSD
161151,Peceneaga,PSD
161179,Sarichioi,PSD
161231,Sfantu Gheorghe,PSD
161259,Slava Cercheza,PSD
161286,Smardan,PSD
161302,Somova,PNL
161348,Stejaru,PNL
161384,Topolog,PSD
161464,Turcoaia,PSD
161482,Valea Nucarilor,PSD
161525,I.c.bratianu,PNL
161543,Vacareni,PSD
161552,Bestepe,PSD
161561,Valea Teilor,PNL
161794,Municipiul Barlad,PNL
161829,Municipiul Husi,PSD
161856,Oras Negresti,PNL
161945,Municipiul Vaslui,PSD
162014,Albesti,PSD
162069,Alexandru Vlahuta,PNL
162149,Arsura,PSD
162194,Banca,PNL
162327,Bacani,PNL
162381,Bacesti,PSD
162452,Balteni,PSD
162498,Berezeni,PSD
162559,Blagesti,PSD
162595,Bogdana,PNL
162693,Bogdanesti,PSD
162791,Bogdanita,PSD
162871,Botesti,PNL
162924,Bunesti-Averesti,PSD
163002,Codaesti,PNL
163057,Coroiesti,PSD
163137,Costesti,PSD
163208,Cretesti,PSD
163253,Danesti,PSD
163324,Deleni,PNL
163379,Delesti,PNL
163486,Dragomiresti,PSD
163618,Dranceni,PNL
163681,Duda-Epureni,PSD
163734,Dumesti,PSD
163789,Epureni,PSD
163832,Falciu,PSD
163903,Gagesti,PSD
163967,Gherghesti,PSD
164062,Garceni,PSD
164133,Grivita,PNL
164197,Hoceni,PSD
164277,Dimitrie Cantemir,PNL
164339,Iana,PSD
164393,Ivanesti,PSD
164543,Ivesti,PSD
164598,Laza,PSD
164687,Lipovat,PSD
164749,Lunca Banului,PSD
164829,Malusteni,PSD
164892,Miclesti,PSD
164936,Muntenii De Jos,PNL
164981,Oras Murgeni,PSD
165069,Oltenesti,PSD
165130,Osesti,PSD
165185,Padureni,PSD
165274,Perieni,PSD
165336,Poienesti,PSD
165416,Pogana,PNL
165470,Puiesti,PMP
165611,Pungesti,PSD
165719,Rebricea,PSD
165817,Rosiesti,PSD
165899,Solesti,PSD
165979,Stanilesti,PSD
166057,Stefan Cel Mare,PSD
166137,Suletea,PSD
166182,Tanacu,PSD
166235,Tacuta,PSD
166315,Tatarani,PSD
166413,Todiresti,PSD
166529,Tutova,PSD
166636,Valeni,PNL
166672,Vetrisoaia,PNL
166707,Viisoara,PSD
166770,Vinderei,PRO_ROMANIA
166869,Voinesti,PSD
166985,Vulturesti,PSD
167035,Vutcani,PSD
167071,Zapodeni,PSD
167179,Zorleni,PSD
167222,Ibanesti,PSD
167231,Fruntiseni,PSD
167240,Rafaila,PSD
167259,Pogonesti,PSD
167268,Ciocani,PSD
167277,Cozmesti,PSD
167286,Dodesti,PSD
167295,Feresti,PSD
167302,Muntenii De Sus,PSD
167311,Pochidia,PSD
167320,Puscasi,PSD
167473,Municipiul Ramnicu Valcea,PSD
167641,Oras Baile Govora,PSD
167696,Oras Baile Olanesti,PSD
167794,Oras Brezoi,PSD
167909,Oras Calimanesti,PSD
167981,Municipiul Dragasani,PSD
168041,Oras Horezu,PSD
168130,Oras Ocnele Mari,PSD
168229,Alunu,PSD
168309,Amarasti,PNL
168372,Oras Babeni,PSD
168452,Oras Balcesti,PSD
168559,Barbatesti,PSD
168602,Oras Berbesti,PSD
168675,Berislavesti,PSD
168755,Boisoara,PNL
168791,Budesti,PNL
168880,Bujoreni,PNL
168960,Bunesti,PSD
169039,Cernisoara,PSD
169119,Caineni,PNL
169182,Copaceni,PSD
169253,Costesti,PSD
169306,Creteni,PSD
169351,Daesti,PNL
169404,Danicei,PNL
169547,Dragoesti,PSD
169583,Fauresti,PNL
169681,Fartatesti,PNL
169896,Francesti,PSD
169994,Galicea,PSD
170097,Ghioroiu,PNL
170168,Glavile,PSD
170220,Golesti,PNL
170346,Gradistea,PNL
170444,Gusoeni,PSD
170514,Ionesti,PSD
170612,Lalosu,PSD
170685,Ladesti,PSD
170792,Lapusata,PSD
170872,Livezi,PSD
170952,Lungesti,PNL
171021,Malaia,PSD
171067,Mateesti,PSD
171101,Maciuca,PNL
171209,Madulari,PSD
171272,Maldaresti,PSD
171325,Mihaesti,PSD
171469,Milcoiu,PSD
171539,Muereasca,PSD
171628,Nicolae Balcescu,PSD
171806,Olanu,PSD
171879,Orlesti,PSD
171931,Otesani,PNL
171995,Pausesti,PSD
172082,Pausesti-Maglasi,PSD
172153,Perisani,PNL
172279,Pesceana,PSD
172340,Pietrari,PSD
172377,Popesti,PSD
172457,Prundeni,PSD
172509,Racovita,PSD
172581,Roesti,PSD
172698,Rosiile,PNL
172812,Runcu,PSD
172894,Salatrucel,PNL
