uat_siruta,nr_alegatori,nr_voturi,PMP,PSD,PNL,USR_PLUS,PRO_ROMANIA,AUR,UDMR
70637,4389,1658,25,1029,278,38,79,41.0,17
70673,1463,831,10,545,147,18,72,16.0,2
70726,1882,911,41,304,465,22,13,38.0,0
70744,3884,1748,40,987,475,38,51,109.0,7
70879,3466,1138,41,699,172,36,46,56.0,3
70897,3347,1451,35,1013,141,26,72,107.0,5
70940,3222,907,83,569,154,21,21,31.0,2
70968,671,431,44,156,213,7,2,3.0,1
70986,1254,645,10,383,142,12,69,10.0,2
71055,3925,1406,94,675,316,91,58,112.0,4
71126,3264,1437,77,445,584,52,86,142.0,3
71199,2806,1000,24,659,146,24,31,72.0,4
71260,3620,1579,24,1096,243,70,25,67.0,3
71340,1240,484,29,178,194,9,20,33.0,2
71457,3322,1402,8,434,719,21,148,27.0,4
71518,2083,981,28,733,102,27,9,46.0,6
71536,1879,553,9,340,118,23,8,11.0,1
71572,2823,1341,13,235,964,22,31,46.0,2
71607,4929,1990,28,529,1147,50,35,150.0,3
71634,3738,1328,95,669,355,33,63,77.0,2
71698,3286,884,3,633,114,11,34,47.0,7
71723,1500,679,55,412,124,24,15,28.0,2
71787,4397,1449,98,550,662,40,29,37.0,10
71812,1305,446,11,280,86,13,12,27.0,2
71858,4504,1474,47,902,231,106,28,115.0,0
71885,3262,1477,199,661,381,66,41,62.0,6
71910,2054,994,46,616,201,22,28,40.0,0
71956,5069,1705,52,1098,298,54,33,110.0,6
72007,10233,3945,74,2137,1064,131,101,239.0,5
72034,4023,1542,20,1056,254,36,103,34.0,0
72052,2581,903,43,556,179,39,16,38.0,3
72098,2051,654,26,396,65,25,64,52.0,1
72150,1909,909,66,506,170,34,53,31.0,2
72221,2129,868,108,343,260,11,82,35.0,3
72276,1774,611,8,255,136,21,103,66.0,4
72383,3432,1284,37,946,130,33,26,68.0,4
72409,1924,1114,28,587,247,113,49,60.0,3
72463,2383,899,20,632,124,21,21,44.0,6
72506,1880,642,15,396,111,25,19,54.0,0
72533,2473,905,30,550,210,17,28,39.0,7
72579,2112,602,16,226,158,27,96,40.0,4
72604,635,434,9,110,244,11,35,10.0,1
72640,2190,877,31,593,110,18,43,37.0,4
72677,2748,975,53,461,201,57,57,77.0,7
72819,1442,703,47,458,124,13,12,19.0,2
72882,1348,601,13,426,103,10,17,9.0,2
72926,4074,1407,95,860,238,63,14,80.0,1
72953,2445,633,17,423,57,7,85,10.0,4
72980,1143,585,21,419,82,6,24,14.0,2
73013,1047,501,44,157,218,12,11,24.0,5
73031,4071,1314,65,570,508,27,30,56.0,4
73068,5257,1733,71,477,524,312,180,118.0,1
73102,3428,1207,59,656,295,46,33,67.0,3
73246,1824,1012,26,261,486,68,74,50.0,1
73317,3975,1722,63,1090,235,94,59,97.0,5
73335,5912,2044,206,1394,224,44,27,88.0,7
73371,2156,1082,21,782,131,43,29,48.0,4
73460,1813,599,142,350,35,10,8,28.0,5
73503,2145,823,16,563,124,27,21,31.0,6
73567,4053,1109,26,669,215,50,29,69.0,4
73594,1558,722,50,407,171,16,16,36.0,0
73629,3738,1401,354,386,207,149,149,68.0,9
73665,2373,1174,30,932,106,15,5,52.0,3
73709,3875,1421,37,403,668,44,90,74.0,4
73736,8959,2947,335,1153,1030,97,83,145.0,8
73772,1972,1021,18,290,620,26,16,47.0,0
73852,1214,409,82,158,99,15,18,22.0,2
73905,3002,1388,115,944,186,44,17,33.0,11
73923,2095,781,79,467,93,25,25,46.0,8
73996,6956,1898,723,514,373,31,91,104.0,5
74028,1597,379,29,240,57,9,12,16.0,2
74073,1779,724,49,339,163,60,39,43.0,2
74108,1768,1110,98,471,456,11,13,30.0,4
74135,870,463,5,367,36,7,8,16.0,3
74171,960,583,22,452,71,4,7,13.0,0
74224,1328,560,12,305,147,11,15,46.0,0
74242,1562,619,29,219,231,32,38,33.0,4
74322,2652,922,18,313,405,68,38,56.0,0
74359,1485,845,65,433,222,18,57,23.0,2
74411,1907,799,90,469,103,39,20,27.0,2
74509,2552,1043,3,601,241,102,26,35.0,3
74536,3172,1176,103,751,207,20,7,53.0,5
74554,2365,673,9,256,272,12,50,35.0,2
74581,4517,1822,55,910,589,64,42,68.0,7
74616,1737,982,16,720,132,28,16,19.0,5
74705,1060,419,20,218,119,6,15,20.0,2
74732,1373,534,7,402,77,4,2,24.0,4
74750,2328,828,97,479,120,20,38,29.0,2
74842,1511,568,17,397,114,8,5,10.0,5
74859,2842,1323,40,650,284,218,36,54.0,3
74867,1265,690,8,411,218,13,9,14.0,2
74875,1707,762,30,468,131,36,39,34.0,3
74883,1496,630,27,370,140,21,33,15.0,1
74891,1198,366,25,159,101,15,29,28.0,0
74907,2041,947,11,796,87,8,1,19.0,8
74915,1726,791,71,476,147,34,12,19.0,2
74923,1294,554,15,256,208,8,21,33.0,2
74931,1245,714,8,428,232,7,6,8.0,7
74949,2349,1342,5,360,912,11,10,13.0,3
74956,1054,407,24,221,85,14,12,32.0,1
75098,263204,71785,4269,23729,14097,15644,3100,6400.0,303
75114,4400,1405,82,543,264,247,46,132.0,8
75150,5592,1855,106,687,342,325,121,199.0,7
75203,38989,9641,266,3338,3009,915,419,1116.0,45
75221,5582,1570,92,362,545,143,104,230.0,12
75258,6179,2195,28,1105,490,65,59,340.0,7
75338,2680,1110,10,464,478,16,38,46.0,1
75356,2890,1008,52,534,189,42,38,80.0,4
75472,5940,1861,31,1031,352,120,59,147.0,12
75515,5132,1487,39,428,656,91,72,131.0,3
75542,1607,617,58,331,90,23,36,40.0,3
75613,1829,575,36,330,90,25,14,40.0,1
75668,1971,686,21,411,120,22,18,55.0,6
75686,1757,730,36,397,159,16,54,40.0,0
75711,3753,1085,155,271,293,98,49,122.0,6
75766,6684,1317,9,774,286,10,19,109.0,13
75819,2043,578,50,225,94,45,43,76.0,4
75864,2540,1061,14,426,481,27,27,38.0,2
75917,1925,718,11,242,334,17,42,42.0,0
75953,6098,1367,350,365,258,68,29,212.0,6
76004,1720,585,22,240,223,18,11,45.0,1
76040,5576,1487,41,758,285,72,34,221.0,2
76111,2320,802,99,293,181,23,68,90.0,2
76139,1934,785,30,273,311,21,57,52.0,3
76157,6253,1603,44,505,271,120,333,222.0,8
76175,4348,1233,32,558,343,33,40,151.0,7
76255,4187,1267,14,812,135,81,25,118.0,7
76282,2699,775,29,371,178,62,34,61.0,1
76317,4542,1336,45,765,239,51,41,102.0,3
76353,3259,975,86,337,253,60,52,122.0,13
76406,5123,1876,17,412,981,23,84,268.0,12
76497,2995,1230,18,718,240,32,34,104.0,4
76558,3140,677,33,361,113,25,28,80.0,6
76585,3977,1018,47,306,209,93,168,125.0,7
76601,8081,2497,38,708,1128,146,80,247.0,11
76638,1438,588,64,357,90,5,18,21.0,3
76674,8940,2397,71,587,1043,199,48,312.0,9
76692,9886,3140,87,1094,405,208,560,591.0,12
76718,4141,892,22,496,110,60,30,99.0,12
76745,2769,609,38,236,147,58,22,90.0,2
76763,1728,574,15,376,82,19,14,32.0,7
76807,3447,1103,25,251,519,66,31,147.0,4
76932,1603,470,33,125,241,11,8,27.0,0
76969,9239,2025,56,850,318,162,246,272.0,7
76996,4103,1156,49,512,168,126,35,191.0,21
77028,1858,564,30,280,131,31,11,46.0,3
77082,1878,746,49,195,341,11,66,38.0,3
77126,2061,597,44,260,147,27,34,38.0,4
77153,3271,1131,179,385,254,65,84,101.0,2
77180,3602,1022,24,579,155,75,44,103.0,9
77224,4877,1417,59,428,139,537,42,124.0,11
77260,1195,392,11,213,60,7,44,25.0,3
77288,1517,621,62,330,72,23,40,58.0,3
77313,4416,1192,96,471,247,67,41,152.0,15
77331,6504,1676,81,689,348,194,83,187.0,8
77377,2110,996,31,588,196,25,29,71.0,7
77402,5933,1506,40,585,408,69,82,243.0,13
77475,3024,827,15,444,111,75,28,91.0,7
77509,1689,769,11,448,188,26,10,43.0,6
77536,2214,670,27,343,163,21,33,39.0,3
77561,1200,503,6,342,56,9,5,60.0,2
77579,2309,1012,18,683,120,30,20,76.0,2
77587,1488,731,21,479,112,17,10,51.0,3
77595,2403,689,24,245,136,29,124,80.0,3
77601,1187,381,24,97,155,8,16,50.0,6
77812,79431,23056,1208,8214,5198,3135,1750,1666.0,126
77910,6534,2167,115,1050,355,211,108,171.0,8
78016,4566,1880,87,847,412,109,153,181.0,12
78089,1926,849,11,222,357,54,72,74.0,10
78141,18251,5871,232,2596,1501,573,194,487.0,36
78258,4916,1855,56,521,722,236,96,118.0,10
78329,7301,2200,81,1200,315,188,87,193.0,22
78454,4013,1547,79,793,249,154,66,146.0,7
78472,2337,844,28,343,260,28,41,95.0,12
78542,1561,564,7,315,103,24,50,46.0,2
78604,3255,1204,12,469,197,354,33,91.0,6
78668,1331,648,21,209,307,42,27,21.0,5
78711,3601,1194,51,454,165,120,256,91.0,2
78748,2029,1014,50,622,115,49,70,49.0,5
78828,1425,459,10,230,97,35,26,39.0,5
78873,2745,847,38,440,136,68,72,42.0,4
78926,1769,624,37,154,329,9,18,40.0,7
79004,6332,1976,184,640,453,130,70,162.0,14
79077,2627,864,33,293,387,18,20,73.0,7
79157,2708,988,25,308,438,47,45,73.0,13
79237,1927,662,28,358,159,24,16,37.0,9
79308,8244,2287,82,1104,339,245,196,196.0,12
79362,1908,693,19,306,195,49,58,42.0,0
79406,2823,1133,169,279,205,135,125,187.0,5
79497,1736,464,25,256,82,29,15,24.0,4
79585,2211,870,45,329,213,47,46,150.0,10
79656,1450,574,37,287,65,71,33,40.0,13
79736,2051,1037,53,290,473,43,30,79.0,10
79834,4258,1596,21,836,217,136,105,177.0,7
79932,2501,955,62,530,129,48,61,73.0,15
80043,1680,700,22,151,407,14,16,66.0,7
80123,3533,1408,40,428,179,104,479,104.0,10
80249,2179,835,36,227,379,33,16,88.0,2
80285,2912,1492,127,333,667,57,119,137.0,12
80365,1689,774,20,423,84,24,132,52.0,1
80427,1807,656,57,241,184,41,31,38.0,12
80506,1415,559,17,204,225,16,26,44.0,3
80560,1964,772,13,291,323,40,21,54.0,8
80613,1848,620,50,183,126,42,150,36.0,5
80677,1657,783,30,411,113,83,80,24.0,6
80711,1876,692,37,144,360,25,33,57.0,9
80766,2279,861,14,265,355,72,42,67.0,11
80846,4208,1349,80,472,388,149,46,157.0,9
80908,1734,769,34,435,94,59,57,33.0,5
80980,3015,1573,74,672,492,94,62,123.0,9
81095,4066,1463,86,609,252,202,141,89.0,15
81184,3418,1387,139,716,243,82,95,54.0,3
81264,5459,2112,118,801,776,75,44,202.0,4
81380,2313,905,20,428,160,65,67,107.0,12
81415,2523,1042,49,570,193,60,52,60.0,9
81497,2545,1014,20,294,417,48,42,131.0,11
81576,4744,2318,54,1505,280,96,76,139.0,16
81656,1606,858,44,334,368,19,23,43.0,1
81754,1392,605,31,169,224,62,59,37.0,2
81816,1928,623,14,240,163,56,53,70.0,3
81861,4314,1494,53,839,202,132,68,76.0,15
81987,1495,548,23,252,127,37,44,19.0,9
82047,2712,961,54,289,443,27,27,73.0,11
82136,2043,810,31,443,129,35,68,51.0,4
82243,2025,686,15,370,139,19,45,52.0,1
82314,1902,719,217,174,149,55,33,55.0,5
82396,2478,1053,77,547,172,80,67,68.0,5
82430,6100,2165,82,1193,343,153,144,114.0,9
82555,3655,1419,99,825,202,58,63,97.0,4
82617,7022,3396,158,655,2188,138,39,146.0,12
82680,4568,1353,56,403,487,73,88,173.0,14
82733,2619,1077,39,280,539,78,32,61.0,10
82779,2117,701,76,353,129,31,23,59.0,6
82831,2409,776,43,265,204,109,90,26.0,4
82895,11236,3465,211,887,1295,167,169,561.0,19
83133,31644,10508,29,136,136,224,43,32.0,9831
83151,1699,769,2,5,8,13,2,0.0,731
83197,2944,1213,10,13,13,20,8,5.0,1129
83320,34868,12390,85,742,505,613,131,212.0,9966
83375,1688,785,3,9,4,15,3,1.0,745
83428,1338,454,4,11,14,28,7,1.0,385
83464,6342,1359,27,368,104,77,45,171.0,533
83491,2330,643,8,48,59,17,5,38.0,462
83525,8951,2588,21,39,23,37,10,6.0,2428
83561,16435,4902,35,154,172,80,39,49.0,4324
83632,13121,3043,158,824,778,243,65,286.0,572
83749,6206,1891,6,12,13,16,9,7.0,1804
83785,2329,733,9,16,7,18,10,7.0,655
83847,2211,634,16,15,7,6,3,9.0,557
83936,2249,581,31,202,233,18,14,57.0,4
83963,1682,615,2,5,3,3,2,0.0,596
83981,3974,1524,9,16,9,13,6,1.0,1452
84086,3759,1525,1,7,8,7,3,5.0,1487
84102,2330,1132,2,10,9,2,1,2.0,1102
84148,1176,246,25,98,51,20,6,21.0,14
84175,5124,2068,11,41,9,15,9,4.0,1965
84237,1963,1028,4,8,8,9,2,1.0,987
84264,3260,1383,6,6,6,7,3,3.0,1341
84344,4931,1780,8,22,7,7,7,11.0,1701
84380,853,315,2,6,6,3,3,0.0,293
84415,3137,1344,4,28,6,15,4,3.0,1279
84460,2027,388,10,117,79,27,10,45.0,65
84558,4805,2168,6,14,12,5,8,7.0,2100
84594,2969,963,4,17,9,10,4,2.0,911
84629,3049,917,4,2,6,6,3,2.0,884
84656,4406,1827,6,18,10,7,12,8.0,1742
84754,2725,1089,5,15,13,13,4,6.0,1023
84825,3919,1863,8,16,10,12,5,0.0,1791
84923,2518,1122,14,33,15,14,11,4.0,1015
85056,1164,488,2,7,3,4,1,2.0,461
85074,2306,946,9,26,34,13,6,10.0,834
85127,3037,1202,10,18,7,16,4,3.0,1124
85243,1022,417,2,9,3,4,3,1.0,386
85289,2128,815,5,30,11,9,5,6.0,732
85341,5687,1794,8,45,16,16,5,7.0,1679
85412,5498,2878,7,22,11,13,4,9.0,2796
85467,964,307,2,24,8,3,5,17.0,238
85528,3267,877,164,239,220,45,32,45.0,98
85582,2352,442,8,17,13,9,5,17.0,363
85626,2437,1341,6,20,13,6,7,7.0,1278
85680,2175,962,4,10,5,10,3,3.0,921
85760,5216,2099,7,17,7,9,4,9.0,2027
85788,1844,722,2,11,5,4,2,2.0,689
85840,2914,1502,10,18,4,9,3,10.0,1440
85877,1477,302,23,59,145,19,10,14.0,8
85920,4283,1450,13,17,15,13,6,3.0,1370
85984,3278,1191,10,23,15,20,9,3.0,1093
86133,2670,426,14,119,63,26,16,72.0,96
86188,1721,644,8,12,9,9,6,1.0,594
86222,1011,368,4,14,5,7,5,2.0,321
86311,1362,537,2,4,2,3,1,1.0,517
86339,1708,513,35,134,57,15,6,42.0,213
86366,4953,2045,3,17,6,10,7,10.0,1974
86438,1849,1046,4,13,5,9,3,2.0,1005
86446,1670,603,5,21,3,5,4,4.0,553
86453,2216,1013,3,4,3,3,1,3.0,988
86461,2352,960,4,15,3,7,2,2.0,922
86479,1831,742,5,8,19,25,3,2.0,667
86487,1462,641,11,6,5,10,2,2.0,602
86495,1362,755,3,7,5,3,2,1.0,731
86501,1650,619,3,5,7,5,2,0.0,590
86519,1792,950,6,7,6,4,3,2.0,913
86687,58701,17465,617,4619,4494,2759,610,2207.0,960
86749,715,336,12,91,113,17,36,28.0,11
86810,60589,15692,725,6123,2963,2083,535,1678.0,533
86883,1899,724,59,351,100,51,54,61.0,12
86936,2174,827,27,274,241,52,84,74.0,5
86990,34835,9154,195,3755,1545,1119,576,1099.0,253
87059,21659,6076,83,4081,567,359,133,493.0,154
87077,20005,6155,58,4029,531,365,203,623.0,106
87139,7762,1994,26,1225,249,179,38,191.0,12
87175,22991,5561,108,2812,491,623,579,594.0,112
87219,3757,1017,26,590,136,47,46,137.0,10
87246,1031,510,8,104,70,23,253,21.0,0
87291,13348,3928,75,1659,841,408,137,510.0,41
87362,3333,1140,29,369,351,55,104,163.0,10
87424,11040,3050,132,959,909,287,179,352.0,59
87576,8979,2989,285,920,839,324,177,283.0,34
87638,18376,5019,139,1557,1420,831,160,603.0,46
87665,11629,3650,95,1244,748,522,380,415.0,52
87745,2258,831,45,350,176,77,31,80.0,24
87843,872,427,21,114,185,27,20,43.0,3
87996,2501,1222,33,278,595,71,47,115.0,19
88047,1688,763,15,376,97,71,71,65.0,33
88092,3045,1075,34,566,169,95,31,122.0,14
88216,112,66,1,14,17,11,17,0.0,5
88261,3002,961,63,232,374,66,37,122.0,14
88350,954,436,10,132,207,19,10,26.0,12
88449,1719,791,65,366,154,65,55,44.0,5
88546,1533,612,17,255,127,48,33,75.0,5
88644,2639,1296,62,679,246,83,37,126.0,15
88788,1596,735,9,232,303,36,45,58.0,9
88868,1421,844,12,255,431,26,22,66.0,9
88920,294,179,16,75,58,5,5,7.0,8
89026,388,234,7,37,156,4,10,6.0,4
89080,775,328,14,160,62,49,7,15.0,5
89151,608,462,8,84,331,11,7,7.0,2
89240,2643,925,107,301,235,52,24,133.0,7
89348,1345,660,36,390,90,48,27,40.0,3
89428,2810,1064,28,510,211,83,48,79.0,7
89561,4914,1863,38,857,487,186,53,175.0,10
89687,1200,426,5,257,53,20,20,30.0,4
89801,1880,652,22,247,137,91,28,89.0,14
89856,3301,1456,47,375,667,73,70,146.0,8
89954,1270,546,24,132,137,69,13,105.0,6
90066,360,159,3,94,21,10,11,14.0,1
90119,764,317,18,70,149,10,36,13.0,0
90208,1561,643,15,186,212,50,25,127.0,5
90262,970,477,13,205,116,62,12,38.0,18
90342,1958,850,28,199,410,48,52,68.0,13
90431,1160,626,53,192,228,41,34,42.0,12
90538,3684,1585,38,357,766,94,101,153.0,33
90663,1694,651,15,214,194,36,63,79.0,4
90725,1111,507,13,299,115,22,21,19.0,7
90805,1269,669,10,363,139,32,19,53.0,25
90878,2752,1234,52,618,240,99,52,84.0,36
90994,2317,749,17,152,311,126,29,82.0,9
91054,1075,686,6,110,410,32,50,23.0,32
91116,2127,1070,86,392,228,66,147,48.0,59
91232,2716,1024,73,515,159,69,77,82.0,11
91330,3247,1504,21,400,698,86,62,166.0,8
91447,897,445,12,138,220,9,16,26.0,7
91535,757,382,13,113,146,40,30,12.0,13
91624,1666,864,23,582,108,39,33,50.0,11
91688,1759,566,21,189,174,37,15,86.0,12
91731,799,292,11,66,117,45,13,25.0,2
91795,3116,1162,24,472,344,72,58,98.0,8
91937,1090,505,13,255,107,23,20,61.0,4
91982,2563,843,29,314,137,81,57,133.0,8
92097,705,360,8,69,167,9,33,38.0,7
92177,1475,523,17,190,184,43,21,39.0,4
92569,61864,17092,895,7404,3445,2045,676,1687.0,23
92587,8235,2172,72,749,632,163,49,364.0,1
92658,43387,12660,386,4388,2492,1556,1443,1712.0,43
92701,27931,6126,162,2626,1161,491,466,857.0,30
92765,11602,1733,42,647,325,135,197,253.0,21
92783,1059,493,12,310,45,17,34,45.0,1
92836,6614,1672,38,352,193,102,377,528.0,6
92872,1759,474,47,153,116,15,40,72.0,2
92907,1282,343,16,131,101,11,22,31.0,2
92961,6785,1589,28,506,604,84,53,248.0,2
92989,3970,673,12,174,269,18,61,91.0,3
93021,2075,431,22,138,76,40,55,74.0,1
93067,2881,495,23,209,70,44,37,60.0,2
93085,3614,1239,22,800,192,53,12,66.0,0
93101,2501,576,9,185,194,68,28,67.0,1
93156,2019,534,14,156,111,32,69,108.0,3
93209,1680,438,7,89,199,45,33,38.0,3
93236,1635,502,6,187,81,7,115,74.0,2
93281,3488,1065,41,485,309,38,39,101.0,0
93325,1551,584,14,172,268,28,8,66.0,2
93370,5350,2003,34,606,1009,55,20,164.0,1
93441,2376,913,13,269,487,26,16,72.0,1
93487,6786,1802,33,632,655,48,42,316.0,1
93539,2338,656,9,465,66,16,8,76.0,0
93575,4413,1039,10,284,349,46,61,231.0,7
93600,2210,560,10,295,73,24,64,65.0,0
93628,1925,598,10,345,49,19,59,88.0,3
93646,1174,323,6,138,78,15,29,35.0,1
93664,4345,1693,43,815,556,110,28,76.0,4
93717,1592,364,12,81,51,11,164,29.0,0
93735,2772,637,12,135,243,31,86,81.0,3
93771,2915,944,25,420,345,31,13,53.0,2
93815,3514,1118,16,332,539,40,21,99.0,1
93851,2084,679,16,202,323,48,8,43.0,0
93888,5465,1787,85,572,539,217,48,228.0,2
93931,2501,669,13,278,194,32,22,96.0,2
93995,2719,760,5,381,78,37,115,90.0,5
94045,2073,507,14,131,50,178,63,25.0,8
94081,1611,522,16,258,47,21,47,105.0,1
94107,2787,607,12,219,100,75,56,91.0,0
94125,2431,1237,17,305,777,29,5,63.0,0
94161,3125,895,19,381,175,55,43,174.0,5
94223,4250,951,38,354,167,75,21,253.0,1
94269,2179,447,10,224,97,13,32,26.0,2
94312,5066,1221,28,622,257,37,22,178.0,4
94330,1835,604,8,154,279,32,25,72.0,2
94376,2859,731,15,151,45,29,314,96.0,2
94429,3097,803,15,401,69,28,98,115.0,5
94456,1518,431,32,122,153,8,24,66.0,3
94492,1512,369,3,215,55,9,9,49.0,2
94535,1758,473,6,224,73,20,67,56.0,4
94562,2741,949,14,178,541,22,19,142.0,0
94580,1971,731,17,508,74,33,13,57.0,1
94606,1301,681,21,148,452,10,10,19.0,1
94651,2451,1000,25,263,545,10,12,111.0,0
94688,1502,483,3,297,73,38,16,0.0,2
94731,1683,773,15,626,40,18,8,32.0,0
94768,1775,716,16,429,162,13,13,32.0,1
94795,1688,612,7,181,279,14,31,65.0,2
95060,327395,87302,4369,18461,19248,28224,3592,7965.0,151
95088,6066,1941,108,307,491,525,67,313.0,4
95159,12694,3503,104,774,1009,653,142,535.0,10
95239,6431,1831,212,298,283,676,75,186.0,3
95293,11732,2935,114,622,681,576,89,663.0,5
95355,12277,2614,171,1014,374,208,114,552.0,7
95391,38670,9003,333,2881,2166,826,746,1470.0,11
95471,11673,2769,111,961,524,343,67,588.0,2
95499,4777,1517,37,757,177,145,18,279.0,6
95612,2337,755,43,194,338,26,33,57.0,3
95667,3268,690,118,210,144,42,23,70.0,3
95747,3628,1324,65,230,565,225,35,121.0,0
95792,4631,1416,53,555,442,87,32,156.0,3
95872,8496,1780,42,761,324,118,73,325.0,9
95943,2633,619,28,241,129,56,16,108.0,2
96003,3507,795,23,178,232,74,38,212.0,4
96058,2579,867,41,146,454,14,18,146.0,3
96110,3538,721,15,372,151,92,11,36.0,3
96147,3427,871,29,290,244,45,45,158.0,6
96192,3077,916,68,222,433,47,16,64.0,4
96254,13920,4059,176,973,708,1243,121,599.0,15
96334,2329,1151,14,181,810,11,18,68.0,1
96370,5924,1222,67,326,477,90,20,135.0,6
96423,6416,1041,52,294,456,32,16,133.0,1
96478,6084,1358,79,506,210,150,77,234.0,4
96593,2224,553,71,224,100,20,10,83.0,1
96637,3283,980,25,307,329,56,45,166.0,1
96664,1147,352,50,170,31,15,11,44.0,3
96717,3635,1007,49,197,436,45,13,193.0,2
96815,7950,1925,76,466,414,114,38,697.0,5
96888,1893,473,24,122,126,35,19,106.0,2
96904,2169,681,26,365,149,32,11,47.0,4
96940,3984,897,72,239,187,47,106,153.0,6
97009,4500,920,33,351,168,60,40,195.0,7
97063,3011,575,7,281,103,27,8,119.0,5
97090,3136,944,14,316,400,27,21,85.0,1
97189,2460,658,53,279,111,74,16,77.0,2
97241,8330,605,26,247,94,37,35,68.0,3
97321,2626,843,45,205,391,41,17,71.0,3
97394,1430,422,12,254,58,5,20,46.0,2
97438,4775,899,25,152,340,161,51,102.0,4
97465,2063,694,40,302,113,28,19,114.0,5
97517,2391,734,46,123,378,44,26,57.0,1
97553,1345,416,18,244,30,15,16,47.0,8
97606,4763,1073,40,286,242,61,89,269.0,5
97679,6523,2124,91,374,973,221,47,295.0,9
97722,4321,1447,16,1054,154,29,7,97.0,8
97777,1183,347,104,119,37,3,10,45.0,0
97811,3141,884,17,158,229,287,13,124.0,5
97875,4404,956,72,154,488,14,12,122.0,6
97919,18697,6019,296,822,1345,2213,180,790.0,13
98051,3548,942,18,426,241,35,39,117.0,2
98113,4073,1028,25,221,452,36,35,167.0,5
98168,3155,836,67,210,223,57,39,162.0,3
98202,7373,544,42,121,277,16,12,35.0,2
98220,4278,975,23,470,117,59,67,179.0,4
98257,2519,587,20,188,129,138,10,66.0,1
98300,3002,856,58,341,215,47,12,122.0,5
98337,2734,641,16,160,318,20,8,90.0,0
98373,8772,2195,138,556,797,170,57,339.0,7
98435,5974,683,43,210,219,42,9,109.0,2
98505,6937,2015,99,427,789,213,63,282.0,4
98603,4638,679,102,284,125,42,10,60.0,4
98649,3036,938,33,163,564,31,26,64.0,3
98685,7097,1485,95,552,404,109,60,158.0,4
98738,1507,451,17,123,206,27,14,32.0,0
98774,5024,1150,54,549,159,70,32,187.0,1
98827,3020,1127,61,268,438,78,25,78.0,7
98916,9268,902,36,190,312,81,38,139.0,1
98998,6077,1416,48,458,286,107,43,363.0,2
99058,3324,884,40,170,427,23,12,133.0,2
99101,3221,766,28,334,109,25,37,188.0,4
99165,4385,1149,78,246,444,39,75,191.0,5
99209,3478,788,44,370,124,47,17,108.0,3
99290,2494,509,32,243,80,32,45,41.0,2
99370,3985,885,58,465,125,32,21,119.0,6
99441,2649,856,78,204,360,30,12,91.0,4
99478,4505,1286,22,620,129,41,73,325.0,5
99539,3852,661,34,248,137,22,19,142.0,2
99600,2998,712,19,142,355,13,18,97.0,3
99673,5885,911,81,322,135,40,45,184.0,7
99780,6417,1574,127,461,383,54,29,314.0,8
99879,3903,854,80,329,110,49,44,167.0,2
99922,1947,600,12,267,96,57,18,76.0,0
99968,4997,1183,96,323,214,68,130,272.0,3
100004,3564,817,107,164,231,43,39,177.0,1
100086,3802,983,25,447,174,31,81,168.0,3
100148,3409,786,33,277,233,36,28,118.0,2
100219,5740,1132,95,421,206,56,32,246.0,5
100273,2836,816,15,234,269,36,9,197.0,3
100282,1264,629,12,414,83,13,10,59.0,1
100308,1188,230,5,99,42,15,6,39.0,0
100317,1543,455,10,101,185,67,10,45.0,3
100326,2024,540,29,173,141,26,33,103.0,1
100335,2731,540,20,116,232,85,7,50.0,2
100344,1180,358,8,165,116,8,4,35.0,0
100353,9199,3359,155,440,887,1400,107,247.0,4
100362,1518,309,19,147,39,13,11,54.0,0
100521,56377,14053,445,6540,3368,998,1290,789.0,41
100549,1976,632,12,369,130,25,35,43.0,2
100576,18939,6292,248,1712,1883,908,404,708.0,10
100610,22644,5279,225,2445,1136,552,242,379.0,5
100638,3432,1009,16,358,393,45,28,133.0,3
100683,13918,3408,146,1159,857,542,247,260.0,6
100709,652,186,3,109,33,5,8,21.0,1
100736,3787,784,71,313,116,79,52,96.0,1
100754,1983,553,17,173,214,21,46,54.0,5
100781,5226,1650,27,414,828,183,50,99.0,6
100834,6792,2563,64,467,1353,246,57,167.0,3
100852,1935,458,3,130,228,21,16,38.0,2
100870,1769,366,5,177,38,19,16,89.0,1
100923,1798,292,3,167,43,9,14,32.0,3
100969,7500,2592,132,881,460,691,74,252.0,8
101001,3992,1359,18,478,589,48,45,137.0,8
101056,2680,500,11,255,49,25,90,42.0,2
101083,1711,535,10,156,239,31,10,63.0,0
101145,7255,2808,92,807,905,561,100,230.0,6
101163,5185,929,32,204,370,141,54,97.0,5
101190,10583,2076,55,916,569,211,82,171.0,5
101243,944,338,6,239,38,11,14,8.0,1
101298,8081,2426,83,592,818,377,93,352.0,3
101341,2893,1084,25,386,440,51,38,97.0,5
101378,2883,1401,17,298,936,22,50,52.0,6
101458,5803,1236,19,518,422,33,60,76.0,0
101519,1215,745,63,116,511,9,7,29.0,2
101564,1942,770,86,139,415,16,38,52.0,2
101617,3241,1431,43,748,441,45,49,83.0,2
101662,4576,1542,17,321,967,47,57,91.0,4
101724,1497,681,5,453,149,17,6,26.0,0
101742,9069,3486,162,819,1668,206,76,383.0,15
101804,5958,1360,54,782,185,92,40,128.0,3
101822,2593,989,22,289,515,26,26,55.0,2
101840,4121,1068,25,395,426,31,41,117.0,4
101902,4576,1524,45,366,645,167,70,176.0,6
101957,4992,1437,53,409,441,293,42,126.0,7
101984,2519,1448,15,309,978,51,29,44.0,0
